매수일,매수가(시가),매수사유,종목명,티커,시장,비중(%),커버학회수,트리거학회,리포트날짜들,목표가들,매도일,매도가,보유일수,수익률(%),매도사유
2021-11-04,51400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-03),넥스틴,348210,KR,5.0,2,smic,2021-11-03,72400.0,2022-06-16,63000.0,224,21.83,chandelier_ATR5
2022-05-13,3805.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-05-12),애니플러스,310200,KR,5.0,3,smic,2022-05-12,5310.0,2022-06-14,2920.0,32,-23.72,chandelier_ATR5
2022-02-14,111000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12),현대오토에버,307950,KR,5.0,2,ewha,2022-02-12,,2022-06-14,113000.0,120,1.19,chandelier_ATR5
2022-02-14,11300.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12),파트론,091700,KR,5.0,2,ewha,2022-02-12,17100.0,2022-06-14,9990.0,120,-12.12,chandelier_ATR5
2022-03-16,153500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-03-15),삼성전기,009150,KR,5.0,3,star,2022-03-15,267000.0,2022-06-08,148000.0,84,-4.16,chandelier_ATR5
2022-03-16,8610.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-03-15),아세아제지,002310,KR,5.0,1,star,2022-03-15,12418.26,2022-05-26,8210.0,71,-5.22,chandelier_ATR5
2022-03-14,37050.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-03-12),두산밥캣,241560,KR,5.0,2,ewha,2022-03-12,51300.0,2022-05-20,36950.0,67,-0.87,chandelier_ATR5
2022-03-30,41850.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2022-03-29),한전KPS,051600,KR,5.0,1,voera,2022-03-29,50200.0,2022-05-19,35200.0,50,-16.39,chandelier_ATR5
2022-03-14,49550.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-03-12),심텍,222800,KR,5.0,2,ewha,2022-03-12,66900.0,2022-05-10,46200.0,57,-7.32,chandelier_ATR5
2022-02-14,51400.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12, smic 2021-12-13)",쿠콘,294570,KR,5.0,2,ewha|smic,2021-12-13|2022-02-12,104100.0|82900.0,2022-05-04,46450.0,79,-10.17,chandelier_ATR5
2022-03-30,29300.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2022-03-29),에이스토리,241840,KR,5.0,1,voera,2022-03-29,,2022-05-03,27250.0,34,-7.55,chandelier_ATR5
2021-11-04,11600.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-03),주성엔지니어링,036930,KR,5.0,4,smic,2021-11-03,26700.0,2022-05-02,21050.0,179,80.38,chandelier_ATR5
2022-02-14,140000.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12, voera 2021-09-15)",SOOP,067160,KR,5.0,3,ewha|voera,2021-09-15|2022-02-12,185200.0|173000.0,2022-04-28,124100.0,73,-11.89,chandelier_ATR5
2022-02-14,41900.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12),현대건설,000720,KR,5.0,2,ewha,2022-02-12,56200.0,2022-04-26,42700.0,71,1.3,chandelier_ATR5
2022-02-14,283500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-02-12),효성화학,298000,KR,5.0,1,ewha,2022-02-12,408000.0,2022-04-18,245000.0,63,-14.1,chandelier_ATR5
2021-12-14,99100.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-12-13),엔켐,348370,KR,5.0,2,smic,2021-12-13,174900.0,2022-02-25,87000.0,73,-12.74,chandelier_ATR5
2021-12-14,80544.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-12-13, ewha 2020-09-12)",인텔리안테크,189300,KR,5.0,5,ewha|smic,2020-09-12|2021-12-13,38850.0|122000.0,2022-02-16,74736.0,64,-7.77,chandelier_ATR5
2021-11-04,7741.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-03),세경하이테크,148150,KR,5.0,2,smic,2021-11-03,10742.69,2022-02-14,7391.0,102,-5.09,chandelier_ATR5
2021-11-22,7520.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-19),NPC,004250,KR,5.0,1,smic,2021-11-19,9290.0,2022-01-28,8040.0,67,6.27,chandelier_ATR5
2021-12-14,127800.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-12-13),에스티팜,237690,KR,5.0,4,smic,2021-12-13,185000.0,2022-01-28,103900.0,45,-19.19,chandelier_ATR5
2021-12-01,28.11,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-30),CHGG,CHGG,US,5.0,1,smic,2021-11-30,43.5,2022-01-28,24.17,58,-14.53,chandelier_ATR5
2021-11-29,28612.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-11-27),인크로스,216050,KR,5.0,1,ewha,2021-11-27,70950.0,2022-01-27,27952.0,59,-2.89,chandelier_ATR5
2021-11-22,39800.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-19),원티드랩,376980,KR,5.0,1,smic,2021-11-19,50900.0,2022-01-24,30900.0,63,-22.83,chandelier_ATR5
2021-08-23,83000.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-08-21, voera 2020-09-04)",스튜디오드래곤,253450,KR,5.0,3,ewha|voera,2020-09-04|2021-08-21,116000.0,2022-01-19,82600.0,149,-1.08,chandelier_ATR5
